MC,CLA,CLS,Q,CLR
166.21,173.59,170.44,2,"[169.41861100195354, 168.54508628274567, 173.46607264561248, 173.09019183756794, 163.33064356771658, 176.1451435317045, 170.53263068992993, 163.96431402790336, 170.04751505337484, 164.2757363213238, 165.82675576225566, 172.0019056910716, 179.51484330639522, 175.92365387274907, 166.2127826058995, 175.98175202900705]"
166.21,173.59,170.44,2,"[168.54508628274567, 173.46607264561248, 173.09019183756794, 163.33064356771658, 176.1451435317045, 170.53263068992993, 163.96431402790336, 170.04751505337484, 164.2757363213238, 165.82675576225566, 172.0019056910716, 179.51484330639522, 175.92365387274907, 166.2127826058995, 175.98175202900705, 180.828797067009]"
166.42,173.59,170.44,2,"[173.46607264561248, 173.09019183756794, 163.33064356771658, 176.1451435317045, 170.53263068992993, 163.96431402790336, 170.04751505337484, 164.2757363213238, 165.82675576225566, 172.0019056910716, 179.51484330639522, 175.92365387274907, 166.2127826058995, 175.98175202900705, 180.828797067009, 170.41965657478906]"
168.08,173.59,170.44,2,"[173.09019183756794, 163.33064356771658, 176.1451435317045, 170.53263068992993, 163.96431402790336, 170.04751505337484, 164.2757363213238, 165.82675576225566, 172.0019056910716, 179.51484330639522, 175.92365387274907, 166.2127826058995, 175.98175202900705, 180.828797067009, 170.41965657478906, 180.63418788356498]"
168.55,173.59,170.44,2,"[163.33064356771658, 176.1451435317045, 170.53263068992993, 163.96431402790336, 170.04751505337484, 164.2757363213238, 165.82675576225566, 172.0019056910716, 179.51484330639522, 175.92365387274907, 166.2127826058995, 175.98175202900705, 180.828797067009, 170.41965657478906, 180.63418788356498, 168.65796362923123]"
168.66,173.59,170.44,2,"[176.1451435317045, 170.53263068992993, 163.96431402790336, 170.04751505337484, 164.2757363213238, 165.82675576225566, 172.0019056910716, 179.51484330639522, 175.92365387274907, 166.2127826058995, 175.98175202900705, 180.828797067009, 170.41965657478906, 180.63418788356498, 168.65796362923123, 172.60106256446684]"
169.33,173.59,170.44,2,"[170.53263068992993, 163.96431402790336, 170.04751505337484, 164.2757363213238, 165.82675576225566, 172.0019056910716, 179.51484330639522, 175.92365387274907, 166.2127826058995, 175.98175202900705, 180.828797067009, 170.41965657478906, 180.63418788356498, 168.65796362923123, 172.60106256446684, 170.40844691316403]"
169.42,173.59,170.44,2,"[163.96431402790336, 170.04751505337484, 164.2757363213238, 165.82675576225566, 172.0019056910716, 179.51484330639522, 175.92365387274907, 166.2127826058995, 175.98175202900705, 180.828797067009, 170.41965657478906, 180.63418788356498, 168.65796362923123, 172.60106256446684, 170.40844691316403, 196.22473520087044]"
170.05,173.59,170.44,2,"[170.04751505337484, 164.2757363213238, 165.82675576225566, 172.0019056910716, 179.51484330639522, 175.92365387274907, 166.2127826058995, 175.98175202900705, 180.828797067009, 170.41965657478906, 180.63418788356498, 168.65796362923123, 172.60106256446684, 170.40844691316403, 196.22473520087044, 171.1016558919024]"
170.41,173.59,170.44,2,"[164.2757363213238, 165.82675576225566, 172.0019056910716, 179.51484330639522, 175.92365387274907, 166.2127826058995, 175.98175202900705, 180.828797067009, 170.41965657478906, 180.63418788356498, 168.65796362923123, 172.60106256446684, 170.40844691316403, 196.22473520087044, 171.1016558919024, 181.3532581508293]"
170.42,173.59,170.44,2,"[165.82675576225566, 172.0019056910716, 179.51484330639522, 175.92365387274907, 166.2127826058995, 175.98175202900705, 180.828797067009, 170.41965657478906, 180.63418788356498, 168.65796362923123, 172.60106256446684, 170.40844691316403, 196.22473520087044, 171.1016558919024, 181.3532581508293, 182.7094533676268]"
170.44,173.59,180.44,1,"[165.82675576225566, 172.0019056910716, 179.51484330639522, 175.92365387274907, 166.2127826058995, 175.98175202900705, 180.828797067009, 170.41965657478906, 180.63418788356498, 168.65796362923123, 172.60106256446684, 170.40844691316403, 196.22473520087044, 171.1016558919024, 181.3532581508293, 182.7094533676268]"
170.53,173.59,180.44,2,"[172.0019056910716, 179.51484330639522, 175.92365387274907, 166.2127826058995, 175.98175202900705, 180.828797067009, 170.41965657478906, 180.63418788356498, 168.65796362923123, 172.60106256446684, 170.40844691316403, 196.22473520087044, 171.1016558919024, 181.3532581508293, 182.7094533676268]"
170.88,173.59,180.44,2,"[179.51484330639522, 175.92365387274907, 166.2127826058995, 175.98175202900705, 180.828797067009, 170.41965657478906, 180.63418788356498, 168.65796362923123, 172.60106256446684, 170.40844691316403, 196.22473520087044, 171.1016558919024, 181.3532581508293, 182.7094533676268, 183.2091673290642]"
171.10,173.59,180.44,2,"[175.92365387274907, 166.2127826058995, 175.98175202900705, 180.828797067009, 170.41965657478906, 180.63418788356498, 168.65796362923123, 172.60106256446684, 170.40844691316403, 196.22473520087044, 171.1016558919024, 181.3532581508293, 182.7094533676268, 183.2091673290642, 182.8616641899826]"
172.00,173.59,180.44,2,"[166.2127826058995, 175.98175202900705, 180.828797067009, 170.41965657478906, 180.63418788356498, 168.65796362923123, 172.60106256446684, 170.40844691316403, 196.22473520087044, 171.1016558919024, 181.3532581508293, 182.7094533676268, 183.2091673290642, 182.8616641899826, 183.00762131239935]"
172.60,173.59,180.44,2,"[175.98175202900705, 180.828797067009, 170.41965657478906, 180.63418788356498, 168.65796362923123, 172.60106256446684, 170.40844691316403, 196.22473520087044, 171.1016558919024, 181.3532581508293, 182.7094533676268, 183.2091673290642, 182.8616641899826, 183.00762131239935, 191.76278639006006]"
173.09,173.59,180.44,2,"[180.828797067009, 170.41965657478906, 180.63418788356498, 168.65796362923123, 172.60106256446684, 170.40844691316403, 196.22473520087044, 171.1016558919024, 181.3532581508293, 182.7094533676268, 183.2091673290642, 182.8616641899826, 183.00762131239935, 191.76278639006006, 173.3420271030102]"
173.34,173.59,180.44,2,"[170.41965657478906, 180.63418788356498, 168.65796362923123, 172.60106256446684, 170.40844691316403, 196.22473520087044, 171.1016558919024, 181.3532581508293, 182.7094533676268, 183.2091673290642, 182.8616641899826, 183.00762131239935, 191.76278639006006, 173.3420271030102, 204.87360595455033]"
173.47,173.59,180.44,2,"[180.63418788356498, 168.65796362923123, 172.60106256446684, 170.40844691316403, 196.22473520087044, 171.1016558919024, 181.3532581508293, 182.7094533676268, 183.2091673290642, 182.8616641899826, 183.00762131239935, 191.76278639006006, 173.3420271030102, 204.87360595455033, 177.510898401187]"
173.59,175.35,180.44,2,"[180.63418788356498, 168.65796362923123, 172.60106256446684, 170.40844691316403, 196.22473520087044, 171.1016558919024, 181.3532581508293, 182.7094533676268, 183.2091673290642, 182.8616641899826, 183.00762131239935, 191.76278639006006, 173.3420271030102, 204.87360595455033, 177.510898401187, 187.32523072215213]"
175.35,199.20,180.44,2,"[180.63418788356498, 168.65796362923123, 172.60106256446684, 170.40844691316403, 196.22473520087044, 171.1016558919024, 181.3532581508293, 182.7094533676268, 183.2091673290642, 182.8616641899826, 183.00762131239935, 191.76278639006006, 173.3420271030102, 204.87360595455033, 177.510898401187, 187.32523072215213, 179.3232335894619]"
175.92,199.20,180.44,2,"[168.65796362923123, 172.60106256446684, 170.40844691316403, 196.22473520087044, 171.1016558919024, 181.3532581508293, 182.7094533676268, 183.2091673290642, 182.8616641899826, 183.00762131239935, 191.76278639006006, 173.3420271030102, 204.87360595455033, 177.510898401187, 187.32523072215213, 179.3232335894619, 176.4153418926067]"
175.98,199.20,180.44,2,"[172.60106256446684, 170.40844691316403, 196.22473520087044, 171.1016558919024, 181.3532581508293, 182.7094533676268, 183.2091673290642, 182.8616641899826, 183.00762131239935, 191.76278639006006, 173.3420271030102, 204.87360595455033, 177.510898401187, 187.32523072215213, 179.3232335894619, 176.4153418926067, 179.59403300307795]"
176.15,199.20,180.44,2,"[170.40844691316403, 196.22473520087044, 171.1016558919024, 181.3532581508293, 182.7094533676268, 183.2091673290642, 182.8616641899826, 183.00762131239935, 191.76278639006006, 173.3420271030102, 204.87360595455033, 177.510898401187, 187.32523072215213, 179.3232335894619, 176.4153418926067, 179.59403300307795, 177.84857805562802]"
176.42,199.20,180.44,2,"[196.22473520087044, 171.1016558919024, 181.3532581508293, 182.7094533676268, 183.2091673290642, 182.8616641899826, 183.00762131239935, 191.76278639006006, 173.3420271030102, 204.87360595455033, 177.510898401187, 187.32523072215213, 179.3232335894619, 176.4153418926067, 179.59403300307795, 177.84857805562802, 178.29578617653368]"
177.51,199.20,180.44,2,"[171.1016558919024, 181.3532581508293, 182.7094533676268, 183.2091673290642, 182.8616641899826, 183.00762131239935, 191.76278639006006, 173.3420271030102, 204.87360595455033, 177.510898401187, 187.32523072215213, 179.3232335894619, 176.4153418926067, 179.59403300307795, 177.84857805562802, 178.29578617653368, 188.29319402485768]"
177.85,199.20,180.44,2,"[181.3532581508293, 182.7094533676268, 183.2091673290642, 182.8616641899826, 183.00762131239935, 191.76278639006006, 173.3420271030102, 204.87360595455033, 177.510898401187, 187.32523072215213, 179.3232335894619, 176.4153418926067, 179.59403300307795, 177.84857805562802, 178.29578617653368, 188.29319402485768, 183.27074072974906]"
178.30,199.20,180.44,2,"[182.7094533676268, 183.2091673290642, 182.8616641899826, 183.00762131239935, 191.76278639006006, 173.3420271030102, 204.87360595455033, 177.510898401187, 187.32523072215213, 179.3232335894619, 176.4153418926067, 179.59403300307795, 177.84857805562802, 178.29578617653368, 188.29319402485768, 183.27074072974906, 183.53531026749602]"
179.32,199.20,180.44,2,"[183.2091673290642, 182.8616641899826, 183.00762131239935, 191.76278639006006, 173.3420271030102, 204.87360595455033, 177.510898401187, 187.32523072215213, 179.3232335894619, 176.4153418926067, 179.59403300307795, 177.84857805562802, 178.29578617653368, 188.29319402485768, 183.27074072974906, 183.53531026749602, 182.86855274297682]"
179.51,199.20,180.44,2,"[182.8616641899826, 183.00762131239935, 191.76278639006006, 173.3420271030102, 204.87360595455033, 177.510898401187, 187.32523072215213, 179.3232335894619, 176.4153418926067, 179.59403300307795, 177.84857805562802, 178.29578617653368, 188.29319402485768, 183.27074072974906, 183.53531026749602, 182.86855274297682, 179.87318577019244]"
179.59,199.20,180.44,2,"[183.00762131239935, 191.76278639006006, 173.3420271030102, 204.87360595455033, 177.510898401187, 187.32523072215213, 179.3232335894619, 176.4153418926067, 179.59403300307795, 177.84857805562802, 178.29578617653368, 188.29319402485768, 183.27074072974906, 183.53531026749602, 182.86855274297682, 179.87318577019244, 184.9122138109202]"
179.87,199.20,180.44,2,"[191.76278639006006, 173.3420271030102, 204.87360595455033, 177.510898401187, 187.32523072215213, 179.3232335894619, 176.4153418926067, 179.59403300307795, 177.84857805562802, 178.29578617653368, 188.29319402485768, 183.27074072974906, 183.53531026749602, 182.86855274297682, 179.87318577019244, 184.9122138109202, 185.91948251042177]"
180.44,199.20,190.44,1,"[191.76278639006006, 173.3420271030102, 204.87360595455033, 177.510898401187, 187.32523072215213, 179.3232335894619, 176.4153418926067, 179.59403300307795, 177.84857805562802, 178.29578617653368, 188.29319402485768, 183.27074072974906, 183.53531026749602, 182.86855274297682, 179.87318577019244, 184.9122138109202, 185.91948251042177]"
180.63,199.20,190.44,2,"[173.3420271030102, 204.87360595455033, 177.510898401187, 187.32523072215213, 179.3232335894619, 176.4153418926067, 179.59403300307795, 177.84857805562802, 178.29578617653368, 188.29319402485768, 183.27074072974906, 183.53531026749602, 182.86855274297682, 179.87318577019244, 184.9122138109202, 185.91948251042177]"
180.83,199.20,190.44,2,"[204.87360595455033, 177.510898401187, 187.32523072215213, 179.3232335894619, 176.4153418926067, 179.59403300307795, 177.84857805562802, 178.29578617653368, 188.29319402485768, 183.27074072974906, 183.53531026749602, 182.86855274297682, 179.87318577019244, 184.9122138109202, 185.91948251042177, 186.39931322101904]"
181.35,199.20,190.44,2,"[177.510898401187, 187.32523072215213, 179.3232335894619, 176.4153418926067, 179.59403300307795, 177.84857805562802, 178.29578617653368, 188.29319402485768, 183.27074072974906, 183.53531026749602, 182.86855274297682, 179.87318577019244, 184.9122138109202, 185.91948251042177, 186.39931322101904, 184.81806388144204]"
182.71,199.20,190.44,2,"[187.32523072215213, 179.3232335894619, 176.4153418926067, 179.59403300307795, 177.84857805562802, 178.29578617653368, 188.29319402485768, 183.27074072974906, 183.53531026749602, 182.86855274297682, 179.87318577019244, 184.9122138109202, 185.91948251042177, 186.39931322101904, 184.81806388144204, 186.36375495496827]"
182.86,199.20,190.44,2,"[179.3232335894619, 176.4153418926067, 179.59403300307795, 177.84857805562802, 178.29578617653368, 188.29319402485768, 183.27074072974906, 183.53531026749602, 182.86855274297682, 179.87318577019244, 184.9122138109202, 185.91948251042177, 186.39931322101904, 184.81806388144204, 186.36375495496827, 187.23973701906843]"
182.87,199.20,190.44,2,"[176.4153418926067, 179.59403300307795, 177.84857805562802, 178.29578617653368, 188.29319402485768, 183.27074072974906, 183.53531026749602, 182.86855274297682, 179.87318577019244, 184.9122138109202, 185.91948251042177, 186.39931322101904, 184.81806388144204, 186.36375495496827, 187.23973701906843, 193.62572274212698]"
183.01,199.20,190.44,2,"[179.59403300307795, 177.84857805562802, 178.29578617653368, 188.29319402485768, 183.27074072974906, 183.53531026749602, 182.86855274297682, 179.87318577019244, 184.9122138109202, 185.91948251042177, 186.39931322101904, 184.81806388144204, 186.36375495496827, 187.23973701906843, 193.62572274212698, 184.1042937894565]"
183.21,199.20,190.44,2,"[177.84857805562802, 178.29578617653368, 188.29319402485768, 183.27074072974906, 183.53531026749602, 182.86855274297682, 179.87318577019244, 184.9122138109202, 185.91948251042177, 186.39931322101904, 184.81806388144204, 186.36375495496827, 187.23973701906843, 193.62572274212698, 184.1042937894565, 183.52063232287918]"
183.27,199.20,190.44,2,"[178.29578617653368, 188.29319402485768, 183.27074072974906, 183.53531026749602, 182.86855274297682, 179.87318577019244, 184.9122138109202, 185.91948251042177, 186.39931322101904, 184.81806388144204, 186.36375495496827, 187.23973701906843, 193.62572274212698, 184.1042937894565, 183.52063232287918, 193.10085649872792]"
183.52,199.20,190.44,2,"[188.29319402485768, 183.27074072974906, 183.53531026749602, 182.86855274297682, 179.87318577019244, 184.9122138109202, 185.91948251042177, 186.39931322101904, 184.81806388144204, 186.36375495496827, 187.23973701906843, 193.62572274212698, 184.1042937894565, 183.52063232287918, 193.10085649872792, 186.43785869434535]"
183.54,199.20,190.44,2,"[183.27074072974906, 183.53531026749602, 182.86855274297682, 179.87318577019244, 184.9122138109202, 185.91948251042177, 186.39931322101904, 184.81806388144204, 186.36375495496827, 187.23973701906843, 193.62572274212698, 184.1042937894565, 183.52063232287918, 193.10085649872792, 186.43785869434535, 189.7725201421344]"
184.10,199.20,190.44,2,"[183.53531026749602, 182.86855274297682, 179.87318577019244, 184.9122138109202, 185.91948251042177, 186.39931322101904, 184.81806388144204, 186.36375495496827, 187.23973701906843, 193.62572274212698, 184.1042937894565, 183.52063232287918, 193.10085649872792, 186.43785869434535, 189.7725201421344, 201.4290262636609]"
184.82,199.20,190.44,2,"[182.86855274297682, 179.87318577019244, 184.9122138109202, 185.91948251042177, 186.39931322101904, 184.81806388144204, 186.36375495496827, 187.23973701906843, 193.62572274212698, 184.1042937894565, 183.52063232287918, 193.10085649872792, 186.43785869434535, 189.7725201421344, 201.4290262636609, 186.17564201090852]"
184.91,199.20,190.44,2,"[179.87318577019244, 184.9122138109202, 185.91948251042177, 186.39931322101904, 184.81806388144204, 186.36375495496827, 187.23973701906843, 193.62572274212698, 184.1042937894565, 183.52063232287918, 193.10085649872792, 186.43785869434535, 189.7725201421344, 201.4290262636609, 186.17564201090852, 187.39191530759194]"
185.92,199.20,190.44,2,"[184.9122138109202, 185.91948251042177, 186.39931322101904, 184.81806388144204, 186.36375495496827, 187.23973701906843, 193.62572274212698, 184.1042937894565, 183.52063232287918, 193.10085649872792, 186.43785869434535, 189.7725201421344, 201.4290262636609, 186.17564201090852, 187.39191530759194, 189.31260775196415]"
186.18,199.20,190.44,2,"[185.91948251042177, 186.39931322101904, 184.81806388144204, 186.36375495496827, 187.23973701906843, 193.62572274212698, 184.1042937894565, 183.52063232287918, 193.10085649872792, 186.43785869434535, 189.7725201421344, 201.4290262636609, 186.17564201090852, 187.39191530759194, 189.31260775196415, 190.6209733337522]"
186.36,199.20,190.44,2,"[186.39931322101904, 184.81806388144204, 186.36375495496827, 187.23973701906843, 193.62572274212698, 184.1042937894565, 183.52063232287918, 193.10085649872792, 186.43785869434535, 189.7725201421344, 201.4290262636609, 186.17564201090852, 187.39191530759194, 189.31260775196415, 190.6209733337522, 200.76228515247624]"
186.40,199.20,190.44,2,"[184.81806388144204, 186.36375495496827, 187.23973701906843, 193.62572274212698, 184.1042937894565, 183.52063232287918, 193.10085649872792, 186.43785869434535, 189.7725201421344, 201.4290262636609, 186.17564201090852, 187.39191530759194, 189.31260775196415, 190.6209733337522, 200.76228515247624, 191.55299199128672]"
186.44,199.20,190.44,2,"[186.36375495496827, 187.23973701906843, 193.62572274212698, 184.1042937894565, 183.52063232287918, 193.10085649872792, 186.43785869434535, 189.7725201421344, 201.4290262636609, 186.17564201090852, 187.39191530759194, 189.31260775196415, 190.6209733337522, 200.76228515247624, 191.55299199128672, 186.6655755042834]"
186.67,199.20,190.44,2,"[187.23973701906843, 193.62572274212698, 184.1042937894565, 183.52063232287918, 193.10085649872792, 186.43785869434535, 189.7725201421344, 201.4290262636609, 186.17564201090852, 187.39191530759194, 189.31260775196415, 190.6209733337522, 200.76228515247624, 191.55299199128672, 186.6655755042834, 193.0673445909797]"
187.24,199.20,190.44,2,"[193.62572274212698, 184.1042937894565, 183.52063232287918, 193.10085649872792, 186.43785869434535, 189.7725201421344, 201.4290262636609, 186.17564201090852, 187.39191530759194, 189.31260775196415, 190.6209733337522, 200.76228515247624, 191.55299199128672, 186.6655755042834, 193.0673445909797, 191.8553118603855]"
187.33,199.20,190.44,2,"[184.1042937894565, 183.52063232287918, 193.10085649872792, 186.43785869434535, 189.7725201421344, 201.4290262636609, 186.17564201090852, 187.39191530759194, 189.31260775196415, 190.6209733337522, 200.76228515247624, 191.55299199128672, 186.6655755042834, 193.0673445909797, 191.8553118603855, 187.42731115981755]"
187.39,199.20,190.44,2,"[183.52063232287918, 193.10085649872792, 186.43785869434535, 189.7725201421344, 201.4290262636609, 186.17564201090852, 187.39191530759194, 189.31260775196415, 190.6209733337522, 200.76228515247624, 191.55299199128672, 186.6655755042834, 193.0673445909797, 191.8553118603855, 187.42731115981755, 202.8842142315016]"
187.43,199.20,190.44,2,"[193.10085649872792, 186.43785869434535, 189.7725201421344, 201.4290262636609, 186.17564201090852, 187.39191530759194, 189.31260775196415, 190.6209733337522, 200.76228515247624, 191.55299199128672, 186.6655755042834, 193.0673445909797, 191.8553118603855, 187.42731115981755, 202.8842142315016, 191.5821374871493]"
188.29,199.20,190.44,2,"[186.43785869434535, 189.7725201421344, 201.4290262636609, 186.17564201090852, 187.39191530759194, 189.31260775196415, 190.6209733337522, 200.76228515247624, 191.55299199128672, 186.6655755042834, 193.0673445909797, 191.8553118603855, 187.42731115981755, 202.8842142315016, 191.5821374871493, 193.88082765546147]"
189.31,199.20,190.44,2,"[189.7725201421344, 201.4290262636609, 186.17564201090852, 187.39191530759194, 189.31260775196415, 190.6209733337522, 200.76228515247624, 191.55299199128672, 186.6655755042834, 193.0673445909797, 191.8553118603855, 187.42731115981755, 202.8842142315016, 191.5821374871493, 193.88082765546147, 192.51037051563404]"
189.77,199.20,190.44,2,"[201.4290262636609, 186.17564201090852, 187.39191530759194, 189.31260775196415, 190.6209733337522, 200.76228515247624, 191.55299199128672, 186.6655755042834, 193.0673445909797, 191.8553118603855, 187.42731115981755, 202.8842142315016, 191.5821374871493, 193.88082765546147, 192.51037051563404, 195.91636392458744]"
190.44,199.20,200.44,1,"[201.4290262636609, 186.17564201090852, 187.39191530759194, 189.31260775196415, 190.6209733337522, 200.76228515247624, 191.55299199128672, 186.6655755042834, 193.0673445909797, 191.8553118603855, 187.42731115981755, 202.8842142315016, 191.5821374871493, 193.88082765546147, 192.51037051563404, 195.91636392458744]"
190.62,199.20,200.44,2,"[186.17564201090852, 187.39191530759194, 189.31260775196415, 190.6209733337522, 200.76228515247624, 191.55299199128672, 186.6655755042834, 193.0673445909797, 191.8553118603855, 187.42731115981755, 202.8842142315016, 191.5821374871493, 193.88082765546147, 192.51037051563404, 195.91636392458744]"
191.55,199.20,200.44,2,"[187.39191530759194, 189.31260775196415, 190.6209733337522, 200.76228515247624, 191.55299199128672, 186.6655755042834, 193.0673445909797, 191.8553118603855, 187.42731115981755, 202.8842142315016, 191.5821374871493, 193.88082765546147, 192.51037051563404, 195.91636392458744, 197.61217388853228]"
191.58,199.20,200.44,2,"[189.31260775196415, 190.6209733337522, 200.76228515247624, 191.55299199128672, 186.6655755042834, 193.0673445909797, 191.8553118603855, 187.42731115981755, 202.8842142315016, 191.5821374871493, 193.88082765546147, 192.51037051563404, 195.91636392458744, 197.61217388853228, 197.22911350438903]"
191.76,199.20,200.44,2,"[190.6209733337522, 200.76228515247624, 191.55299199128672, 186.6655755042834, 193.0673445909797, 191.8553118603855, 187.42731115981755, 202.8842142315016, 191.5821374871493, 193.88082765546147, 192.51037051563404, 195.91636392458744, 197.61217388853228, 197.22911350438903, 203.03691274656597]"
191.86,199.20,200.44,2,"[200.76228515247624, 191.55299199128672, 186.6655755042834, 193.0673445909797, 191.8553118603855, 187.42731115981755, 202.8842142315016, 191.5821374871493, 193.88082765546147, 192.51037051563404, 195.91636392458744, 197.61217388853228, 197.22911350438903, 203.03691274656597, 193.55839723178272]"
192.51,199.20,200.44,2,"[191.55299199128672, 186.6655755042834, 193.0673445909797, 191.8553118603855, 187.42731115981755, 202.8842142315016, 191.5821374871493, 193.88082765546147, 192.51037051563404, 195.91636392458744, 197.61217388853228, 197.22911350438903, 203.03691274656597, 193.55839723178272, 197.9965264922142]"
193.07,199.20,200.44,2,"[186.6655755042834, 193.0673445909797, 191.8553118603855, 187.42731115981755, 202.8842142315016, 191.5821374871493, 193.88082765546147, 192.51037051563404, 195.91636392458744, 197.61217388853228, 197.22911350438903, 203.03691274656597, 193.55839723178272, 197.9965264922142, 194.6515883974182]"
193.10,199.20,200.44,2,"[193.0673445909797, 191.8553118603855, 187.42731115981755, 202.8842142315016, 191.5821374871493, 193.88082765546147, 192.51037051563404, 195.91636392458744, 197.61217388853228, 197.22911350438903, 203.03691274656597, 193.55839723178272, 197.9965264922142, 194.6515883974182, 195.76805189384243]"
193.56,199.20,200.44,2,"[191.8553118603855, 187.42731115981755, 202.8842142315016, 191.5821374871493, 193.88082765546147, 192.51037051563404, 195.91636392458744, 197.61217388853228, 197.22911350438903, 203.03691274656597, 193.55839723178272, 197.9965264922142, 194.6515883974182, 195.76805189384243, 195.92090791314862]"
193.63,199.20,200.44,2,"[187.42731115981755, 202.8842142315016, 191.5821374871493, 193.88082765546147, 192.51037051563404, 195.91636392458744, 197.61217388853228, 197.22911350438903, 203.03691274656597, 193.55839723178272, 197.9965264922142, 194.6515883974182, 195.76805189384243, 195.92090791314862, 197.86634150582776]"
193.88,199.20,200.44,2,"[202.8842142315016, 191.5821374871493, 193.88082765546147, 192.51037051563404, 195.91636392458744, 197.61217388853228, 197.22911350438903, 203.03691274656597, 193.55839723178272, 197.9965264922142, 194.6515883974182, 195.76805189384243, 195.92090791314862, 197.86634150582776, 196.88120693704587]"
194.65,199.20,200.44,2,"[191.5821374871493, 193.88082765546147, 192.51037051563404, 195.91636392458744, 197.61217388853228, 197.22911350438903, 203.03691274656597, 193.55839723178272, 197.9965264922142, 194.6515883974182, 195.76805189384243, 195.92090791314862, 197.86634150582776, 196.88120693704587, 203.56100371087047]"
195.77,199.20,200.44,2,"[193.88082765546147, 192.51037051563404, 195.91636392458744, 197.61217388853228, 197.22911350438903, 203.03691274656597, 193.55839723178272, 197.9965264922142, 194.6515883974182, 195.76805189384243, 195.92090791314862, 197.86634150582776, 196.88120693704587, 203.56100371087047, 197.5637448358914]"
195.92,199.20,200.44,2,"[192.51037051563404, 195.91636392458744, 197.61217388853228, 197.22911350438903, 203.03691274656597, 193.55839723178272, 197.9965264922142, 194.6515883974182, 195.76805189384243, 195.92090791314862, 197.86634150582776, 196.88120693704587, 203.56100371087047, 197.5637448358914, 199.6629187966689]"
195.92,199.20,200.44,2,"[195.91636392458744, 197.61217388853228, 197.22911350438903, 203.03691274656597, 193.55839723178272, 197.9965264922142, 194.6515883974182, 195.76805189384243, 195.92090791314862, 197.86634150582776, 196.88120693704587, 203.56100371087047, 197.5637448358914, 199.6629187966689, 196.3337860092616]"
196.22,199.20,200.44,2,"[197.61217388853228, 197.22911350438903, 203.03691274656597, 193.55839723178272, 197.9965264922142, 194.6515883974182, 195.76805189384243, 195.92090791314862, 197.86634150582776, 196.88120693704587, 203.56100371087047, 197.5637448358914, 199.6629187966689, 196.3337860092616, 196.6394454830855]"
196.33,199.20,200.44,2,"[197.22911350438903, 203.03691274656597, 193.55839723178272, 197.9965264922142, 194.6515883974182, 195.76805189384243, 195.92090791314862, 197.86634150582776, 196.88120693704587, 203.56100371087047, 197.5637448358914, 199.6629187966689, 196.3337860092616, 196.6394454830855, 199.73248400153133]"
196.64,199.20,200.44,2,"[203.03691274656597, 193.55839723178272, 197.9965264922142, 194.6515883974182, 195.76805189384243, 195.92090791314862, 197.86634150582776, 196.88120693704587, 203.56100371087047, 197.5637448358914, 199.6629187966689, 196.3337860092616, 196.6394454830855, 199.73248400153133, 203.23316646618434]"
196.88,199.20,200.44,2,"[193.55839723178272, 197.9965264922142, 194.6515883974182, 195.76805189384243, 195.92090791314862, 197.86634150582776, 196.88120693704587, 203.56100371087047, 197.5637448358914, 199.6629187966689, 196.3337860092616, 196.6394454830855, 199.73248400153133, 203.23316646618434, 212.90721581433368]"
197.23,199.20,200.44,2,"[197.9965264922142, 194.6515883974182, 195.76805189384243, 195.92090791314862, 197.86634150582776, 196.88120693704587, 203.56100371087047, 197.5637448358914, 199.6629187966689, 196.3337860092616, 196.6394454830855, 199.73248400153133, 203.23316646618434, 212.90721581433368, 198.65983794708873]"
197.56,199.20,200.44,2,"[194.6515883974182, 195.76805189384243, 195.92090791314862, 197.86634150582776, 196.88120693704587, 203.56100371087047, 197.5637448358914, 199.6629187966689, 196.3337860092616, 196.6394454830855, 199.73248400153133, 203.23316646618434, 212.90721581433368, 198.65983794708873, 200.23379825113025]"
197.61,199.20,200.44,2,"[195.76805189384243, 195.92090791314862, 197.86634150582776, 196.88120693704587, 203.56100371087047, 197.5637448358914, 199.6629187966689, 196.3337860092616, 196.6394454830855, 199.73248400153133, 203.23316646618434, 212.90721581433368, 198.65983794708873, 200.23379825113025, 198.8620113255482]"
197.87,199.20,200.44,2,"[195.92090791314862, 197.86634150582776, 196.88120693704587, 203.56100371087047, 197.5637448358914, 199.6629187966689, 196.3337860092616, 196.6394454830855, 199.73248400153133, 203.23316646618434, 212.90721581433368, 198.65983794708873, 200.23379825113025, 198.8620113255482, 202.86200783513016]"
198.00,199.20,200.44,2,"[197.86634150582776, 196.88120693704587, 203.56100371087047, 197.5637448358914, 199.6629187966689, 196.3337860092616, 196.6394454830855, 199.73248400153133, 203.23316646618434, 212.90721581433368, 198.65983794708873, 200.23379825113025, 198.8620113255482, 202.86200783513016, 212.30413610499332]"
198.66,199.20,200.44,2,"[196.88120693704587, 203.56100371087047, 197.5637448358914, 199.6629187966689, 196.3337860092616, 196.6394454830855, 199.73248400153133, 203.23316646618434, 212.90721581433368, 198.65983794708873, 200.23379825113025, 198.8620113255482, 202.86200783513016, 212.30413610499332, 200.56211746402852]"
198.86,199.20,200.44,2,"[203.56100371087047, 197.5637448358914, 199.6629187966689, 196.3337860092616, 196.6394454830855, 199.73248400153133, 203.23316646618434, 212.90721581433368, 198.65983794708873, 200.23379825113025, 198.8620113255482, 202.86200783513016, 212.30413610499332, 200.56211746402852, 198.88729414930458]"
